cpf,numeroConta,numeroCartao,Ranking
17337649403,5941677171522622969,8601195719403641422,D
68724229234,9360194957730997356,8935500678296829033,B
87149351199,2167884564427156155,1860333510690632336,C
27155905473,8934987689024790726,3152116039750342328,B
36410940695,9763743043051100196,1371711119802545161,C
19196424153,7013083263385876976,5443031824062378051,B
97733738742,1886089814503135823,3166035223122086190,C
49741613958,1171636436616195401,7674306387151836206,B
77231760589,8293668546811204781,2587633847930090723,B
59154360554,9447113176171415532,1950196972812623442,C
29435455247,1686767942998492042,3500784803707946397,B
59602034478,3874098873759859994,7628261328221484922,C
34601699101,9431615176309192305,3995535531168137769,B
42056092133,3307915594624622113,9926124943475189094,B
30218049591,4209660360115389450,1578673373455340119,B
99296721284,7414057888980785433,8409630656701995794,B
53772435378,4198942785382773928,7582001695188136914,B
85144302314,6382727398822294478,3758250398832384019,C
98074625510,8543921125080443671,8995578218555186350,C
97012716982,4698355351471388821,7462538938228176117,D
52450364782,9016179595419793863,6947702238349820698,C
19184786689,7151829215394822035,1674725739325299999,B
65003124746,2267411866526757715,3576615709514886861,B
86865014050,1439649515897734227,9787638465301773842,B
69948904014,5265998601966805092,7732503842339705249,B
83309468499,7385954208372350014,5683005082193549691,C
99139608778,4471586877311198103,1457933165901278239,C
22448861587,1810953519281473470,3443258804436949009,C
57990231374,8293758565377306828,2556935160760914516,C
19642892059,9630094684411622003,1663814567098106755,C
84599658250,9874704252565721834,4111527133573161304,B
55985119711,5330944784784075424,8230415343938010963,B
47023051669,3530349858096045756,4157607226354553508,B
23039015956,7575792789623811267,8838680575171268716,C
70517512078,9035700414890670399,1341122596160734754,B
11824845447,9129659708042574880,7925886440339160932,B
70375168960,2637816779051449791,4423536163349705837,B
21568672873,2467348368466835896,9867105295690849823,B
65829780801,8523452555152223712,9895949635781390539,C
66565293622,5553199103779915713,3921535903261413501,C
14265140641,4796474105924834122,8936441996103320714,B
30301242710,9238758991229982477,9903528349390558844,C
49807384978,8420995704649787752,1361153079993018704,B
47101520989,1327604870953821621,9178582729606607276,B
41752792759,1366928366103365989,7076813946309810254,D
44737933531,8512968535485572122,4684767401785749937,D
73476375840,8865528797173296987,4026359943705449408,C
53285699782,6269059251907508709,9798052953438507078,B
12463759156,6772788113628816990,3389041872869641395,C
76004089396,6489018982404216094,1387495478552985753,B
91874174248,5166324810305129161,6187483595159080327,B
28410530364,6249518262546942838,8433183487657783118,C
14452648751,3507470138869651960,7060471599537638019,B
60278989827,2771264732282328552,6526290233420996092,D
80977915541,8919725532629262557,5467403870743245376,B
98486924437,7414389201479072011,9721540541084720196,C
78744180845,2110982720866844058,3765271971063187482,B
58343108972,6582163462170638938,2096478239545111888,B
17330289151,1936015207646336333,4502558922560697940,B
27421980631,1844625159997511748,5400268367088393742,C
39521364085,8464981652577103442,7181249045797327964,B
73472086186,8163191874454574704,4240152607841357068,C
99379054859,7784034375859571828,7655470511390791043,B
45379816839,4560057308753166866,9429253561252342704,B
93143339615,7787321921822738517,4312894848796264672,C
41376014124,7322619816696093423,3129133165249689340,B
91092199880,8839043854374429916,3263593272639491375,D
64592644476,1468333311586772093,7925223961018430528,D
61437338881,6040636588503722381,3649501396506035850,C
71755470515,6005372813548496826,5569250919325633675,B
44143234095,3171542631218735469,5993752732675567968,B
84379572736,9795471847170426989,8664529926092979515,B
43184644114,8143528718239306102,3117646881331841783,B
95000782055,5031481343032959067,4834931807073416045,B
67155516597,6871398670921496575,9619216365995684080,B
98979576594,4464839766651561532,8497742268842402114,D
25699620128,7150402100860606964,7882400816426875993,B
56490522184,3087211225142972598,4611518989380535176,D
92660362631,9545372520108404680,3192572733017316054,B
37063575986,3622124675000289780,4564614802323269838,C
95691620035,9158987172822216206,5818074860433653671,B
93665060615,7421722693009779027,9798392723853715520,B
98540454278,5748118630693626841,4331587170301484361,C
56796088601,5863128728210310140,7691262888030661889,C
58294664555,9034761918912183506,3309432554364506189,C
77589681072,8581750580917881152,3761541914802957962,C
64449863386,5147249426401259367,6818957500602731616,B
89573764337,9605793108158868371,9255922173632856502,B
96749646042,5582068029473279306,5111485859484929998,C
67449534378,8589943808886209855,2395384680644613774,C
87207847252,4718864665370488817,7184291636699761727,B
83273083436,3988996102710403856,4447109166847123813,C
21137540804,1368807618063330552,6422143262549883452,B
13770012160,4970082421395172740,4941878593210661166,B
25053501521,1123098809937739851,4680054871197098920,B
65671099603,4181020039700790119,6354188693498270705,D
13103305258,7731940234518897467,8375602730301147760,B
68678568823,2736625695628877773,7907129228126774014,B
29236203488,4902096393854283972,1577454350207833594,D
34236739776,5674106142334422957,1799570614856736004,C
75573430857,8556173178144251999,6441524129476196495,B
95780913517,9326622008026134231,2549788338379957499,C
88819674711,6899101284956870183,8209957221993810075,B
36436440811,6260176746717143481,4538300688774130791,B
94255522344,9430008427034182336,8032831834780257660,D
49426736858,7448498986713849650,5272423487997748190,C
22740215168,4891732618149062459,7340975162472968111,C
87693914908,1803585587959295539,2616679131298570623,B
61103709411,2730347075078532250,6795704826744934661,D
78368499121,3394994444546032778,6435846507247887817,D
27495625434,1259941101233989383,6932045085260823155,C
76669148288,9093995918818082395,8845623036293560383,B
98714427806,3302095199253691532,2976225016396873133,B
46139528787,5138294411114357860,9447989285137288657,B
20623257924,7418194700710233669,5464247292366807444,B
69839940728,9275383492322550846,3062208272444073922,B
70254253848,6405730175277019729,4936340406516315371,B
18024991169,3565371474691922830,7861985721300197423,B
79842851861,3493088387331795907,4700923864297409784,B
78165914019,5486337816032326595,9951454278893468643,B
38636258324,2225703336018924950,2422298961939384064,C
81048893938,9349812925935736074,5742153377779593221,B
20420979754,5545815193058046756,4290180577042420680,B
64001033914,5704751446761529899,5025719170882889583,C
14210560007,6846062693899560968,4597304995316116050,C
68429240687,3792349556703677491,2538798665603651574,B
84351705981,7552398777683356483,4409497280480118005,C
50906795019,4612722929062283479,5578452976856479933,B
16875008070,1991946662966748275,7013227445081228877,C
98658479904,4959337485410993161,4996236094714538940,D
63465772935,9590246923880423224,9270091439953709485,B
69974216580,6329437196405065409,9046751357522918363,B
29496397627,2705501520192418906,5930993123123505546,B
53836196265,9316373844934729325,1869205740921037859,C
60296826169,7147213839188594839,2804505065246808031,C
95308149260,1565551876868935723,4813160760316618855,B
45545096228,6584159789945245109,2308056933883220744,C
11835380107,3103853904696243784,9760335170973863756,B
30500266703,1574160024487167832,8308496283462529961,B
21569005015,3902379379297543336,8058699853761779837,C
62537935113,7689031453956176762,5471451237909748477,C
78437135256,1490400740043998140,7893225349168213418,B
93774606967,3435715795719623053,9114234807101037137,C
75439171373,4457501246737708085,2419536466286110333,C
34753602201,9984127419494995295,1264188270765553125,B
35107357555,3731649824499454627,2635577865327523597,B
43282684106,2921652708305967733,2139513145732754633,B
91911752097,4615424808386450818,8865328338367716161,C
54613757123,8348556648898943570,8887805863179417485,B
14843991847,4145282223529877446,4074980976999616977,B
19402419508,4191725128475372442,3516731691902250662,D
44500081760,7896016697980128019,9514549249993788337,C
40770578756,2691507247769044813,6147195510587456054,C
31261935412,1828297127650154038,5871158492188200061,B
95583037753,7691763881422904941,6450901352749070737,C
32433875234,4447151511380381047,9917182991105866186,C
68898403568,6136492703090421924,1844422762021276387,C
11867540474,3920641591393295656,2629886966773448823,B
52112519699,2122188322335899815,7932341082506834581,B
60630279005,7959767166613845817,8477162361088476988,C
94065385393,6071716937087750126,1951794759147234268,C
21282353570,4989642485318025715,2944287931217068628,D
80054197709,3414003829117994865,7083236976663926730,B
57003360856,1651562291232829847,9094117458693347583,C
54563559590,7506555027472470795,8945444781842143141,C
26194482378,4378745238154894398,3084155154102199108,C
92066274945,2637092160006572256,3443820637325445270,B
87895066077,5403784745155751720,1165695253379384348,C
50481187376,1413924560456668537,8885001936847993862,C
92298999793,3212856231616066419,7411225540960698021,B
22501405739,3022853142178108633,7562341187312274747,D
62944321306,9887747229222914507,7603295026803936587,C
90040995119,2202431162441812708,3260591963582505664,B
13682817156,4893137557911620827,1542657201905265123,B
18972200375,4480447955555426619,2533136849551551912,D
68233782600,9611010457162501553,8767371430290168396,B
99262031928,2595849920531018129,3389054022794978255,D
75059288471,6102598187768936153,8386545800418848028,C
35857319216,4396852330459806156,3142968821379875098,B
26665709501,4040599748470193157,2781326208404446362,D
43037765978,2072537100210014394,7715506127874731511,C
46696333649,3646014952587420098,8173690391553021713,C
78082219606,3709798687687353767,3372154652747604405,D
26017774928,9545935084423241727,3809238134524743550,B
62145214997,7467987623171664793,7524884825351751300,C
76462537022,7166964941562331513,6432473865027816296,B
13309903072,2583624478116380637,7851451872875378624,C
21075740501,9169991184491918684,8279924174843672083,B
13096038483,3793581250614611702,8974778810301024315,C
93926727586,3319507222430166814,6469786366627803440,B
66072177626,5311615548709942372,7335848697295772079,B
34505588832,6687330989841158511,6887722370290069265,D
72271789171,9741992371574402082,3671502640425699470,B
95791474004,6331060151588492203,9831435155840500526,D
59109752245,8037934934127537277,9943665334786940932,B
26518317897,8614405345211387059,5793824759112154260,B
14844443494,6977310241538584910,5921193923064334425,C
27715658813,1524966508803250322,8482423069188975184,B
72247111985,7475468124365291444,7558715922097243451,C
94078490454,5848689259834488309,3756144920916165124,B
61059409315,4302243719121875565,8889974015988834068,B
31785061557,5155472683138708173,3709616127369359719,B
85541840518,2407884936049478465,8509402536888824637,B
44352626811,9584893282998859070,7752860456771247361,C
29488947863,8287359786893915999,4695976217357834073,B
28939424336,9469439256944466107,9686140667416445959,B
81479189017,8957059566897021277,3966160512539754399,B
49204165731,4628452028358718361,8634762944971633059,C
47820119720,8271369300837624246,6145482585029892555,D
20520754680,6729100413472500319,9527476031320138145,B
43089906061,1541058333752758052,6897802320950860073,C
56374308966,1777175395830837239,4498927192182268478,B
50599922871,2928021731319011089,7673272814950540398,D
46981883702,3202906933791109327,4483454418860107509,C
53981755150,2120111272941514058,2980371382255181691,B
86980462050,8526630610140584894,9623298107389550231,B
77091432557,4575618562630719085,6467965633032285285,B
38578406338,3135504261709917652,4056164995924435522,B
67893384188,2199032930958060046,9781537310515905846,C
46428667199,5678259160284865364,3459788796659604088,B
98178110228,6117954197080623724,5555016652120579110,B
18204104791,3978695567796396526,6841447474167016393,C
25060254380,7499028643397526788,6635079763603606531,C
25401410208,1762840350761086963,7996491598948288384,D
99231325919,4546012310115587426,7089101039569510110,D
61423449839,5475007524668354180,1597586146801456708,C
76303330963,7416852812838353722,6731664391524854617,C
19912093102,9059188066055770942,6158922865712317633,B
28204712027,7876886430397063913,6648728260192659818,C
94110650376,8449283656583985058,7227133586219921999,C
65389138462,7257393047432225631,4543389821981511247,C
46331581353,2823643664047544827,6389085906443052305,B
92546198318,7919549306924944615,8436251295080856623,B
55608748347,9909037150685933348,5583220399764016675,B
87867972415,7821425270702394627,3951217111222057068,C
56208889587,9900719523880008493,5363640830934095834,B
99213436543,2826625462183741356,3183015054546650522,B
30939988475,4449063229677845631,8379139957886007475,C
56512094701,7839829918662826456,7016085133813476571,D
55781281242,3041123445989001226,8949853616143021421,B
21292429430,2332888391694957116,4445993265414949097,B
51885326055,6480001812113122763,7185165136135841581,C
45400150648,9677934254037712415,3021488033304359464,C
46942576113,5231758354855523811,4851988366600142521,D
68192651904,2506359870049887433,4811604956961428384,B
48374540447,9452196873757410283,2464945351229952098,B
93488067457,9494651430507998276,1408724706173575268,B
36405676346,7587984636941417412,1809815041534705668,C
45872695703,2421951538432747343,2491328548808414816,B
30301821619,1561912247230100197,6480672710918128152,C
97694378422,8183148544381538522,4898395751889217734,C
60628317068,4241062605217303935,6335931432259063833,D
84890981486,8987975150089336741,2779534445825558159,B
78608475271,5861320496128563323,8974424957321483595,C
14601366851,5477244024772289655,3179501700107616858,C
17656158617,3040705977475820894,6187596556915515528,B
86453521048,1752683983858106345,5679127500757752335,B
57175172577,4550118518725579900,1129240671685718125,C
19791526342,3405051643853399140,4652961975130568302,B
83093822920,6171514988420691304,4895535616327032774,B
24728674497,1855727817737271640,8555102366557040653,C
54872779906,3664238643453263118,7263530807452345830,C
51001163815,6164899894709847665,2424233404814072180,B
15017518160,1269340124775531267,3797385434735107204,B
17610725058,7113788623035021346,2279705355969104902,B
12246832238,9611860480131079612,5963373488455480258,B
30528527293,9213027186544106353,9658629500139250327,B
33503063549,8200665114357400660,1961909078906896372,C
79823227999,3407608096981334919,4628264391263858077,C
63460117653,7347858217288270296,5828078880980564431,B
27932973954,6436285157515703893,1531563120751960951,C
69578642196,7191711503283744275,3255405771158943772,B
96013811913,3660144608582328231,9672473386980687604,B
47076514071,2196274193165920955,4435545772292513185,C
23225374165,5492747464347478904,2557720045117786179,B
62346257607,3044498735311547308,6001240835730098423,C
63857336391,2053918214374270186,1375294195488720302,B
39685836885,3406717466590199129,5556592512028742306,C
58441755164,6801852879772106195,7647016001211579769,D
24140914208,9332208042813386717,9551701919465118942,B
36010857359,3008978392671992317,3880181803428162693,B
63713383665,4227229369092950154,8714404367446356797,B
15232566019,8106934094669762640,5743173982460905428,B
39701316334,2504683626129795751,7386893348865945545,B
98842445702,5543430673371641425,7314922992935215541,B
23992797409,9796045132292384108,8312495724004634831,B
17102298573,4082705767027680230,8530813099470882411,D
95872340131,1539061772819077442,4482203575639929723,B
95435731959,7971905388925995273,2910779627626362581,C
52971533487,9326762607857267533,4895318423295947195,B
12001544124,9372993208304797326,6067159729296657105,B
17375638746,8135982260469062444,7602483363746648977,C
37442747487,9750798964674344022,8806050113447310643,C
75508224594,2878625143815631911,1303081904117675670,B
14018422000,4063303359946348433,8617438110023764215,B
75807460112,9423797840787550029,9403176926144706814,C
57986281584,9627198618158366618,4881006779496083116,C
23547642896,7346943739324851974,3822546742810637049,C
66536360913,7358071717036402317,4873642725895202955,B
33387353973,9109647132440331526,4605110350584778501,B
75016499900,7339984872768783759,1792284029844755657,B
42084837063,4722236168922439637,3189003008822371713,C
36627926790,6248655440966682347,5646512367715746267,C
15350642359,6630740207770909192,6424370902842750806,B
20557015270,6861460440904624911,8434091294615300108,C
22939866351,6247412999450797135,7846043478703987320,B
28159973559,9652738856057323503,7781850925678149513,B
27726546895,4875132897449818247,8876891757890745730,D
46662920398,1344342483723316641,3524354525410294887,C
37602305530,1946365175698512350,4566802204758846615,C
25426083475,9134717093426206465,6034255259347891203,C
36080304548,4482806113317570285,6454826076284385600,C
53264643298,7237941325817102582,3591991495943380571,B
43669313732,6350406380602778562,6837160908149626694,C
21328876193,6248937670185784699,7824516571679476208,B
33335471086,7470356853135640539,6788269507688983790,C
82027646725,7542048640652249894,2460066189299102555,B
91155784513,8792496466612975632,2210566131548680167,B
50684952818,6321148707118681776,9861861084534201685,B
34151414949,7574191795101174571,8629992524182565208,C
24449947149,5456843154210965266,1640779434253164744,C
25919184409,1280211316212882009,1257407368600394643,C
38426440480,5141387478492225801,7256256956409257165,B
25262350173,8287373696643208118,6313020243708188158,B
22574498788,5469957497918686862,7475303533904150846,C
11453944348,5654701661144333765,8420978834634019332,C
39153805100,2024923333203684114,8844257766405501126,C
12093114181,9485292945464901065,5164530191829480842,C
82505187152,9098777803258212568,6300009993637835393,B
31637701612,9895901656011781536,4876385835428666443,B
38035641396,1439008567420784101,9351028005707482743,B
50387116150,7380546886085756511,7983119646743141306,B
89169441599,1209056087687256019,3338359122950891246,B
47665776749,8930309977268350166,5981516002576301304,D
59062581212,6283970377951422773,1240953540771187308,B
20885735248,6952680582063781718,6309378109604855205,B
97776692152,3232204252004390993,6431824503307105729,C
34444814639,6674632287556952292,5430510772656892890,B
97463554165,6490817398768250107,6115984837086671971,D
77034165955,2306096324914050004,8262580629758918956,B
70445576469,5790035199918982810,9842946118657218600,B
14871502102,7342677295329515481,4985222930027445289,C
94256653459,2989085054844214304,5724448995295863313,C
90706781815,7723014208785831851,6437473222521211204,B
38144507924,6327610240723107274,7067454595459244858,B
11726243276,7874070691006282296,1112534312085209929,B
61006631307,7461508104629519817,3850154849642698345,B
44266846593,4586357937877214942,3851681721111143655,C
44680187049,3451404328673886444,5384096982143972075,B
90072993801,9120279485879964019,9395971462450348646,B
79692050918,3257138016919614833,7923369199532709770,B
20679857851,3099023083150247208,7471608798074424470,C
71493460481,3626297495372714416,6001710764373356761,C
28631208377,8718469523670762221,7054983358273407594,B
81647464400,6852395136705014986,9375265309589645515,B
81895863709,1150819471697388280,9902419691837326296,C
62535501098,2553271142697274249,9619865777489744974,C
17034100576,9522166460051095007,3835741278947507889,B
14372192118,2227572929445750014,7507619995971234247,C
17229742042,3021434391578235302,8259657172978810452,B
45441166056,5303513641201648697,6842616913981175804,D
91362140615,3380018114224054298,6273621334308894163,C
17242309376,2310081058217701626,1193690062000181420,B
70945264741,2592436596710402307,3503317268242730248,B
69768556579,2948374969082059013,5967941521423798829,C
14364246021,9230789541621238216,3547215427167972163,C
28622199474,6230746140666783690,4291577524750522111,C
89065770677,3039786459170048092,8372059203470689818,C
51699823124,5608362782690913490,2357167943230100655,D
23027958026,5511195978274711652,6038107565997401417,B
18135038258,8870237965401966578,3353482696933408806,C
71613796873,7761933066704668429,3594138302924759017,D
32947707018,1183540696474645344,1528626507791097711,D
61434963910,2422022943147145067,3116987231481802640,B
76210663970,5010728918875616058,9513274854456432152,C
18477826544,6721828762659374253,1851372330376793828,C
51250831610,9071729231923866358,5255056471078037019,B
78046369576,2384654887145272684,5551138085217572439,D
12864632749,4371497115399535883,2668413421670241526,B
70749086667,1673475669581864570,9732903005876390908,B
32773756085,9328575098437292359,6121383389354828891,B
88378291031,1373740183574889501,6544222101996273514,B
58657403287,2377544378125029459,2920195350462562209,C
48146274304,7895833248090881953,7046781148080639569,C
78183187730,7807961115699541430,4786986092584045183,B
79516871846,1215253816002442072,1661463317825645006,B
39961854658,9159799569898280631,5650558149220728189,B
26711766868,6622859103438993375,7898757732654102129,D
31915116708,7118225989794549497,7913866966130361667,D
69443975749,4229644426431105126,8920224086445667937,D
71340741143,6398845107613852650,7128531407908238306,C
52659936943,3908534704272558606,5266262308891786920,C
19663140518,4209283855425090367,7341812345309860755,C
75732081784,3679528908479870258,6682274373169788321,B
63099237092,2003683721692134467,5169239699725029224,D
75900577254,6499360262540939555,2836523635541310345,D
56530580364,8114424036664431942,1774844824736500243,C
29296641166,3829968087119726672,8955639378748813196,D
18289371078,5565601188806669134,2608094537669886621,C
96110611355,6279805598697917251,2861881001917585117,B
96773230054,6676948283028518795,1439209478649853778,C
66910561034,1272718188514752319,4855553066971820478,B
76779294151,5188055129424541744,8121201868464714186,C
71971839165,6724370536337100498,3493039421542642449,B
81527851739,7165515484429937898,3580877414724515545,D
76041591252,4938201981813239934,9957668698804663948,B
79693550841,2309215519951947820,2754116500034355930,C
68009780186,8879883727191829054,8239172060354065644,C
71175826876,5759722015334679570,5584886931760394508,B
53004295229,9829792267249655284,4499813785987045607,B
68276249115,6964221817819210941,6524656920712405807,B
20489186668,5026595709433588309,9891482344534414879,B
11902067304,4272473125458416257,3817898806094812120,D
12583797227,9562057893672772593,3794274317243032069,B
27094291541,7032236419120942553,8668462436559375763,C
30482368956,4256804405030922497,8645708173611154292,B
30043898749,5313025038547731990,7018676033116279453,C
86547279776,2189049470906204447,3083295004828811757,B
46834974390,9068593328766087546,3739178362041415289,B
14417095151,3192482595145948652,6080419780380508009,B
73234311306,2749486683633676153,2586241282024525727,C
27654048935,2818271839647007434,9356233017233343581,B
12305845972,3080690275577273126,7657166580275215062,C
89433325873,8062077828355981829,2095958482362039289,C
96007601123,7907093797695675289,1999079638874492878,B
13948501072,7804617022027682777,7164246542314358256,B
63058201492,7596885679037816533,9454967388885323752,B
30148822377,3059718803977070377,6792925246605041907,B
92280235832,8267758269813344996,1557274994947281645,B
94523906378,2337456545744460840,4494657028609792868,B
42285193200,4215070251119533872,9024861718031501379,D
32831717378,6382621440051330143,4939859552339352030,D
19780337977,5240610627641489864,2170043970714923031,C
50231258449,3255744971801699833,1263429877655027767,B
30129144978,8481626014419433621,6707678700803641185,C
70253215783,9638485105048221447,7239173791164517572,C
46640311150,4797375466129079554,4089914787184474245,B
33960005093,8936150346217763414,5769377465787372428,C
73946675021,4092089918962868327,3153807053233781141,C
58777198122,2921201731205962069,8013240207697689082,D
89835341227,9977241547437796558,5314680529346760986,C
49592193075,9884722383583052606,8126825594816779935,D
23068998483,4290566878134133369,4083959888496247364,B
68788880326,9612767339405999409,3394619025760675733,D
30343286294,7354368651672801002,2850947638201585830,C
96561958615,9024148889383205376,7622486703419180486,C
92057804847,1827328282045830829,1990687087714218530,D
98162128305,9513477402252901667,3039089138924375490,C
68711367106,1709149939118655350,9079819001715953901,B
91438096728,3875386982410064485,8787591118638805755,B
84887432640,3078131773659300059,4468134305519415899,B
83198769776,4388633663358409501,6650719644528217215,B
40778929529,8683632304582431230,9488562834770639957,C
59370705492,3815798333546385093,5572575039217421663,C
69415678252,5509453402267491596,4023046255305907949,B
62600876267,1993611834967443921,2730897430188078003,B
57716230906,5791002853015408308,3775851330408329552,B
94449819267,2606203721351768130,2266705802107777861,B
88001026237,2942084354254890344,9807258777264566390,B
75872672289,5020547128590894071,1426737081772477534,B
97820622233,7339363230760479190,8821263645637366373,C
15332315909,3571095418047481313,2589943296932435309,B
82972079898,9189784365517513534,4782012879697556248,B
45267324336,3643153497938542798,6109524566822814641,D
32772013274,6603361150099651676,7368229344375811304,B
69018977097,5384298548112609328,2254529316932366980,B
71331202381,9708751378370788827,4676150642922681791,B
22440802563,2727916198461791039,3911110840497511869,B
14791307783,4288694973117516817,2891046819776841461,D
22059852904,4747956168506865618,4379661707432014448,B
12999570714,3898925218560535438,9533238232105837154,B
67000291682,5401376500170844471,5209194293436727009,B
59931614198,7256916885529693158,3091452540589675955,C
81986976403,8565100621188206352,1165774943569996567,B
22070643622,5527975781765320372,6913165160755036392,C
11282133215,2147767506631305866,4958172406097478636,B
14448881873,7950390895668051714,1669669280541591113,D
52955048433,6129341989962180439,3721111643367696402,B
99821348050,9578178847132992527,8733703557417525264,B
25164197231,6769670436545535041,7747231959114135786,C
40658458847,5850619643744029354,1772379174318473401,C
86669092761,5731571437858734979,1981835391489258964,D
16391449251,2671662768465746352,6320960462347186009,B
31011927385,7210849490538306207,8932476456568204062,B
35174673875,2441313182586767349,6434994878361104394,B
68745486268,7851021291369110516,1656174369911589513,B
33501186465,4772099431771623518,5984739479256958075,B
68733864093,7011215759764958183,4691910135160430820,C
97825437811,1565828032519829319,7725555482410781580,B
26852182811,5642179909621349855,3799857817165923045,D
24142019384,4791138549972045653,5977400855182103223,C
17424956714,3678130880279060346,9057198782178492988,B
25763701055,8854058124729453321,6689949621865965181,B
63904630855,7575690426435013859,5592994614598849130,B
36721752736,9163996630548929595,5223092918818881451,C
11566322840,5818055751536805394,9406957139202682763,C
22576818371,6768224473048574499,2058100052575313845,C
58799136234,8577218537144444730,2923328736299011333,B
80294878749,5282239540217930233,6925788842895216803,B
94936751418,9797552363308185399,2045017532377742251,B
87896026274,6060601963408037414,6455119358111823274,D
19231823921,1425215044190349429,3060893938908650141,B
96570002023,9846206772183361478,9178075605844940571,B
73571969422,6080973965916276603,3817177837043900301,C
50610129221,7190039364748846316,6253599143940729053,B
51044262852,8080257592094897518,9249809668608260858,B
22290778705,1387490981466454036,4417980609958689353,D
97702009479,8536806432045207168,8024937386080234349,C
67556658822,4360853823841710963,6391000175762648233,B
43454053046,6547679893288134497,8237735999581375146,B
22437602136,7374415989712486765,1488514840927099523,B
67152320323,7039348069723492806,7851535649700939458,B
46113825490,2669481811935710102,2944168782853221113,B
12402613383,1537669800317114988,9409292497598390944,C
65276053098,4039271073702488980,5200647962361977467,C
11894527523,5550564162034371320,5758964280425455294,B
38364405592,7555643756353737343,8763252596265023830,C
19275891262,2850135995590354397,9491241004182615942,C
41062325719,3357519818216814218,8930929252461702834,C
16327375275,9670099843061995759,8305350129488686856,B
16320392907,4275129768588313788,6091074570589832399,D
72585721900,3906758126220745596,5206840531131610733,C
85689835959,3522356287346580469,2523605286391621084,B
87040240921,9752705407745361897,2387873909010481662,D
50861771633,2701851291897271894,9744944283701402744,C
68038124389,3389017242312966057,8823135376185019432,C
80794251934,5087709561008401019,8343141997917607040,B
13986490106,4809737871430600682,7906904519363164118,B
50842033833,5426945211650993166,3379859202802748293,B
75162339126,1235733751087017353,5694379405035928879,B
54319405137,7545631529121379033,9133050672261697651,D
14505296343,9760635616056082373,6315135284451222705,B
60860460950,7484484777538935262,1350817408757451873,B
57965663798,2168905074353539986,5121291415138952345,C
72568881864,2021984844515004316,9090134003910285965,B
58303421549,2527811602498924133,4252417980219153816,D
98500855276,1760588627126997275,1495987468811474182,C
25514886975,3155593978446310524,7162100879150677257,D
62875187974,4178908362346974535,6675351115904557871,B
93130155909,1218953677780644245,1762860314328989544,C
90291951983,3157737478627284782,5623084206871195570,C
64424117495,9624822391290885511,4698553645040397378,B
74631583774,8858824191358796247,9029967021276434511,C
98280596257,3769103716700313825,9510819435275568408,B
29919685666,6699306639100438496,8065451214988927410,B
86967959198,6278558615303104945,4116392890659034381,B
59370760891,2829414889874256302,9361559575736905764,B
18827263625,6439380100464113181,8981122360413786335,B
69035577236,2823433996567737139,8444535965994023813,D
58086643538,6451985438946719708,7974376897078262946,C
16387609932,9080176664973199463,6016226861316862105,C
38717888685,9211633782162830283,1533397901326688248,C
75359755453,7132240273496273960,5216411180096833819,B
72624746499,7420154697290796277,1123486083717922097,C
65832385517,5688799034385553885,9074064475480293844,C
17500916246,2371347248911075472,5994510828568414539,C
93937712806,6425184182398617207,8354073008736724286,B
37292324494,1898565213287171711,8941537592703425970,D
42183800848,4258117757779776742,5925992226074146739,B
31652102218,2623240955403302400,6078415006712773377,B
57263678314,1139256930091056696,7610516358721722514,B
15687715193,5859648368257515109,5554768081679599477,D
79154261253,3634336544092474282,5614067229902976327,B
17890993708,4568471253203558737,7108373685834634219,B
70735500762,1399797068365184987,2033763290091536606,B
34707634026,8878851163548637238,2601173336623698789,C
88275758883,3514638905019688815,5089612293802112528,B
42884208929,2261291329457980373,6041646873229250804,C
64103430723,5185228714555527393,5532103546003577799,C
11519835143,9272083065526483354,9990842394103149903,C
27328120333,5531702205601456248,2495604496696371210,C
25019378072,4687000194298449470,9312591870117127443,D
84674273647,8775973961667137073,9553204701332645923,C
37409128688,7520892093820549690,5693360060704088724,B
79058376620,6074220439510474477,4009781516596400609,D
78635369840,5188299938680971782,8571196115462881410,B
84934874936,6505105311161544734,9351591462527592947,B
43210986094,3328062758324157736,3579058986936900070,B
35818321607,4563686907753322310,6583700211003775851,C
19532138349,7023814848320161018,9544832439854765833,C
78857501918,2179824743646358434,5902559239714841753,B
15175439377,8391520544549725592,3655844651631933613,C
76549797860,8328646122347414971,4857479361204316565,C
35824027710,6829828459844080362,7707866224562881048,D
79401672356,7176591967449274885,4359922378968456206,C
21815867771,8945865525834949880,7653352781020377495,B
82821714144,4035102681785863659,5327181702624364039,B
69315293761,5597561244045017189,1943120378820526396,B
54379553325,7984683133549271242,7713631169526558512,B
95029014358,1841820656937614183,9451952038726052210,D
25600184374,4771982913399022946,4039765754134791223,B
85594100457,5237638647521279030,2665637446054278781,B
69502722249,5413147180610884539,4473142263324949954,B
87288105762,4418595698653216190,4632248777511973989,B
54338682552,4685114875230263567,3468390673789465637,C
14766551903,7914984059617329856,3125932477921416388,B
99066496026,7786613285264269440,4828756489894272208,C
25336568621,1663592941653487120,3589303261681614786,B
62486304248,9482619981534862140,6659690978254365872,C
83485911475,3253787255612825369,6601970522522183819,B
65748392243,4562569968878575633,3347346663050314268,C
71207619902,4500666268093571565,9790451317497928266,D
43407684174,5368201958020909579,2778087091543442045,B
84648125028,1183724696752074022,5433391506488989303,B
50966335569,8061659107506140655,4138168343109743366,C
21176182761,5073753951369081078,4603853058193543020,B
57900038039,6918743667273822306,9330115927152095580,C
